Sentence,Sentiment
googl hit lawsuit russian search engine yndx http stks co bkd,negative
know back seat sit tsla tesla recall model x car http co jgwzzc,negative
p downgrade barclays rb government bailout fear,negative
digia also set two subsidiary digia norway digia usa inc,neutral
net sale finnish sanoma learning literature finnish medium group sanoma decreased january june totalling eur mn eur mn corresponding period,negative
operating profit totaled eur mn eur mn corresponding period,negative
segment company operates frozen food business seafood vegetable oil business grain trading business operation,neutral
divestment line company plan focus selected growth segment streamline corporate structure company explained,positive
russia top container shipping group fesco finnish logistics company nurminen logistics started pilot project offering client direct intermodal transportation service finland asia pacific country fesco said statement,positive
company net sale acquired finland european country asia u,neutral
announcement pushed freenet share eur frankfurt trade eur investor gave hope united internet ag drillisch would pursue takeover breakup freenet,negative
second quarter raute net loss narrowed eur eur million period,positive
finnish publishing printing group ilkka yhtym ñ introduced staff smoking ban beginning company three newspaper,neutral
department store division sale fell eur mn,negative
f secure developer security solution service internet service provider mobile operator announced result annual online wellbeing survey,neutral
total capital fund managed bank decreased eur mn end september,negative
breaking tesla recall model x car detail show tsla,negative
operating profit month period decreased eur net sale increased eur compared,negative
finnish automation solution developer cencorp corporation omx helsinki cncv issued thursday september profit warning third quarter,negative
dividend payable annually shall deducted share subscription price,neutral
facebook near buy point last week face different technical test today http co cllmpinm fb aapl nflx http co fpfbytypuy,positive
